thickness_min,thickness_max,width_min,width_max,length_min,length_max,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,tensile_mid,yield_mid,elongation_mid,reduction_mid,hardness_mid,coating,finish,form,surface_type,surface_protection,cluster
2.5,2.5,1242.0,,,,,,20.0,,,,,,400.0,260.0,29.0,,,,Cold Rolled (+CR),Coils,"Conventional surface, normal (Am)",Oiled (O),0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,,Coils,,O,2
,,,,,,,,,,,,,,,,,,,,,,,,0
,,1650.0,1650.0,,,,,27000.0,28000.0,,,,,490.0,355.0,22.0,,,,,Coils,,,0
6.0,6.0,1550.0,1550.0,7170.0,,7170.0,,65000.0,65000.0,,,,,490.0,355.0,22.0,,,,,Sheets,,,0
,,,,,,,,,,,,,,,,,,,,,,,,0
1.3,1.3,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,,0
1.3,1.3,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,280.0,38.0,,,,Hot Rolled,Coils,,,0
2.0,2.0,1500.0,1500.0,,,,,,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,Oiled,Coils,,Oiled (O),2
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
7.5,8.1,1210.0,1210.0,,,,,100000.0,100000.0,760.0,760.0,,1980.0,735.0,600.0,13.0,,,,Untreated (+U),Coils,,Without surface treatment (U),2
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Chemically passivated (C),0
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Phosphated and chemically passivated (PC),0
0.4,0.4,,,,,,,20000.0,24000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Dry,0
0.7,0.7,,,,,,,24000.0,24000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Oiled (O),0
135.0,135.0,135.0,135.0,5200.0,,5400.0,,54000.0,54000.0,,,,,1200.0,900.0,10.0,,35.5,,Quenched and Tempered (+QT),Round Bars,,,2
,,,1520.0,,,,,20000.0,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Oiled,Slit Coils,,,0
,,1520.0,1520.0,,,,,25000.0,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,,,,Oiled (O),2
,,,1520.0,,,,,20000.0,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Slit Coils,,,0
5.85,6.05,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
4.0,4.0,,1520.0,,,,,,25000.0,610.0,610.0,,,450.0,315.0,24.0,,,,Oiled,Slit Coils,,,0
,,160.0,160.0,3000.0,,3000.0,,,,,,,,415.0,205.0,,,,,Forged,Round Bars,,,0
50.0,60.0,1500.0,8000.0,,,,,,,,,,,485.0,275.0,23.0,,,,,Plates,,,0
,,1520.0,1520.0,,,,,,25000.0,,,610.0,610.0,850.0,700.0,12.0,,,,Oiled,Coils,,,2
,,610.0,610.0,,,,,40000.0,40000.0,,,,,490.0,355.0,22.0,,,,Untreated (+U),Coils,,,0
1.6,1.6,,1520.0,,,,,15000.0,25000.0,,,,,340.0,280.0,28.0,,,,Oiled,Coils,,,0
2.0,2.0,1500.0,1500.0,3000.0,,3000.0,,,200000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Sheets,,,0
,,,1520.0,,,,,,25000.0,,,,,310.0,210.0,38.0,,,,Oiled,Slit Coils,,,0
1.0,1.0,1660.0,1660.0,2070.0,,2070.0,,11000.0,11000.0,,,,,340.0,280.0,28.0,,,,,Plates,,Without surface treatment (U),0
3.0,3.0,,,,,,,,,,,,,595.0,450.0,14.0,,,Z115,Hot-dip Galvanized (+Z/+GI),Sheets,,Lightly Oiled (L),0
3.0,3.0,,,,,,,,,,,,,595.0,450.0,14.0,,,Z120,Hot-dip Galvanized (+Z/+GI),Sheets,,Lightly Oiled (L),0
2.92,3.08,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Oiled,Coils,,,0
2.92,3.08,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Oiled,Coils,,,0
1.0,1.0,1660.0,1660.0,2070.0,,2070.0,,11000.0,11000.0,,,,,300.0,180.0,40.0,,,,Cold Rolled,Sheets,Unexposed (intenal parts) (U),,0
1.5,1.5,600.0,,1980.0,,1980.0,,5700.0,5700.0,,,,,880.0,440.0,14.0,,,,Cold Rolled,Sheets,Unexposed (intenal parts) (U),,2
0.95,1.0,,,,,,,,,,,,,385.0,350.0,22.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
5.3,5.5,600.0,1550.0,,,,,,,,,,,490.0,355.0,22.0,,,,Oiled,Plates,,,0
1.5,1.5,,,,,,,,,,,,,400.0,260.0,31.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.5,1.5,,,,,,,,,,,,,380.0,240.0,29.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),Oiled (O),0
2.0,2.0,,,,,,,,,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
2.0,2.0,,,,,,,,,,,,,515.0,380.0,23.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),Oiled (O),0
1.94,2.06,1280.0,,,,,,100000.0,150000.0,,,,,550.0,420.0,23.0,,,,,Coils,,Oiled (O),0
0.01,0.11,,,,,,,3000.0,5000.0,,,,,550.0,420.0,23.0,,,,,Sheets,,,0
1.37,1.63,1145.0,1145.0,,,,,50000.0,50000.0,,,,,310.0,240.0,38.0,,,,,Sheets,,Oiled (O),0
0.74,0.86,1250.0,1250.0,,,,,5000.0,5000.0,,,,,460.0,340.0,26.0,,,,,Sheets,,,0
3.9,4.1,,,,,,,5000.0,10000.0,,,,,320.0,210.0,34.0,,,,,Plates,,,0
3.9,4.1,,,,,,,5000.0,10000.0,,,,,310.0,210.0,38.0,,,,,Plates,,,0
1.15,1.35,1260.0,,,,,,2500.0,2500.0,,,,,850.0,700.0,12.0,,,,,Coils,,,2
2.7,3.0,,,,,,,,,,,,,310.0,280.0,38.0,,,,Hot Rolled,Coils,,,0
1.7,1.7,,,,,,,60000.0,60000.0,,,,,310.0,240.0,38.0,,,,,Sheets,,Oiled (O),0
0.7,0.7,1500.0,1500.0,,,,,30000.0,30000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.14,1.26,,1520.0,,,,,,25000.0,610.0,610.0,,,515.0,380.0,23.0,,,,Oiled,Coils,,,0
1.14,1.26,,1520.0,,,,,,25000.0,610.0,610.0,,,515.0,380.0,23.0,,,,Oiled,Coils,,,0
,,610.0,610.0,,,,,,25000.0,,,,,435.0,235.0,26.0,,,,Oiled,,,,0
,,25.0,25.0,,,,,,25000.0,610.0,610.0,,,680.0,500.0,16.0,,,,Oiled,Slit Coils,,,2
,,85.0,85.0,6000.0,,6000.0,,6000.0,6000.0,,,,,600.0,320.0,10.0,,175.0,,+AR,Round Bars,,,2
3.0,3.0,,,,,,,,,,,,,595.0,450.0,14.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Sheets,,Lightly Oiled (L),0
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,650.0,330.0,22.0,,,,Oiled,Coils,,Oiled (O),0
1.4,1.4,990.0,,,,,,,,,,,,650.0,340.0,30.0,,,ZF100,Galvannealed,Coils,"Regular zinc-iron alloy coating, improved surface (RB)",Oiled (O),0
1.4,1.4,990.0,,,,,,,,,,,,650.0,330.0,22.0,,,ZF100,Galvannealed,Coils,"Regular zinc-iron alloy coating, improved surface (RB)",Oiled (O),0
1.5,1.5,,,,,,,,,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.1,1.3,1230.0,,,,,,40000.0,40000.0,,,,,340.0,180.0,34.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.37,1.63,1274.0,,,,,,40000.0,40000.0,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.45,0.6,1350.0,1350.0,,,,,,,,,,,310.0,220.0,36.0,,,,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.4,1250.0,1250.0,,,,,8000.0,12000.0,,,,,500.0,350.0,16.0,,,Z120,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.7,0.7,990.0,,,,,,20000.0,20000.0,,,,,800.0,660.0,14.0,,,,Cold Rolled,Coils,,,2
2.0,2.0,1410.0,1410.0,,,,,80000.0,80000.0,,,,,405.0,215.0,,,,,Cold Rolled (+CR),Coils,,,0
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,675.0,350.0,20.0,,,,Oiled,Coils,,Oiled (O),0
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,880.0,420.0,17.0,,,,Oiled,Coils,,Oiled (O),2
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,650.0,340.0,30.0,,,,Oiled,Coils,,Oiled (O),0
6.0,6.2,,1520.0,,,,,15000.0,25000.0,610.0,610.0,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,Oiled (O),0
,,,,12000.0,,12000.0,,,,,,,,550.0,355.0,,,,,,I-Sections,,,0
,,100.0,400.0,,,,,,,,,,,550.0,355.0,,,,,,H-Sections,,,0
,,100.0,400.0,,,,,,,,,,,550.0,355.0,,,,,,H-Sections,,,0
,,100.0,400.0,,,,,,,,,,,550.0,355.0,,,,,,I-Sections,,,0
,,100.0,400.0,,,,,,,,,,,550.0,355.0,,,,,,I-Sections,,,0
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,900.0,450.0,14.0,,,,Oiled,Coils,,Oiled (O),2
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,880.0,440.0,14.0,,,,,Coils,,,2
0.74,0.86,1000.0,1250.0,2000.0,,2500.0,,,,,,,,650.0,330.0,22.0,,,,,Coils,,,0
2.0,2.0,,1520.0,,,,,,25000.0,,,610.0,610.0,490.0,355.0,22.0,,,,Oiled,Coils,,,0
2.0,2.0,900.0,900.0,,,,,20000.0,20000.0,,,,,680.0,550.0,17.0,,,,,Sheets,Without surface treatment (U),Without surface treatment (U),2
3.0,3.0,,,,,,,100000.0,150000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Sheets,,,0
5.0,5.0,,,,,,,100000.0,150000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Plates,,,0
8.0,8.0,,,,,,,100000.0,150000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Plates,,,0
5.0,5.0,25.0,1520.0,,,,,,25000.0,610.0,610.0,,,595.0,460.0,17.0,,,,,Coils,,Oiled (O),2
8.0,8.0,,,,,,,,,,,,,625.0,500.0,14.0,,,,,Coils,,,2
7.8,8.1,1270.0,,,,,,,,,,,,490.0,355.0,22.0,,,,,Coils,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
20.0,20.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Heavy Plates,,,0
20.0,20.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,435.0,235.0,26.0,,,,,Heavy Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
14.0,14.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
20.0,20.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Heavy Plates,,,0
20.0,20.0,2000.0,2000.0,6000.0,,6000.0,,75000.0,75000.0,,,,,550.0,355.0,22.0,,,,,Heavy Plates,,,0
1.8,1.8,,,,,,,,,,,,,435.0,235.0,26.0,,,,,,,,0
2.75,2.75,,,,,,,,,,,,,435.0,235.0,26.0,,,,,,,,0
0.95,1.0,,,,,,,,,,,,,385.0,350.0,22.0,,,Z070,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.95,1.0,,,,,,,,,,,,,385.0,350.0,22.0,,,Z075,Hot-dip Galvanized (+Z/+GI),Coils,,,0
5.0,5.0,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.0,5.0,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.0,5.0,,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,280.0,38.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.5,1.5,600.0,,1980.0,,1980.0,,5700.0,5700.0,,,,,880.0,440.0,14.0,,,,,Plates,,Without surface treatment (U),2
2.0,6.0,,,,,,,,,,,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,,0
2.0,6.0,,,,,,,,,,,,,385.0,,,,,,Hot Rolled,Coils,,,0
1.8,1.8,,,,,,,,,,,,,390.0,220.0,20.0,,,,,,,,0
2.75,2.75,,,,,,,,,,,,,390.0,220.0,20.0,,,,,,,,0
3.92,4.08,,1520.0,,,,,,25000.0,610.0,610.0,,,680.0,550.0,15.0,,,,Oiled,Coils,,,2
1.87,2.13,1250.0,1250.0,,,,,4000.0,4000.0,,,,,345.0,300.0,26.0,,,ZM200,Hot-dip zinc magnesium (+ZM),Coils,,Lightly Oiled (L),0
1.5,1.5,1280.0,,,,,,,,,,,,460.0,340.0,26.0,,,,Cold Rolled,Coils,,,0
3.0,3.0,1210.0,1210.0,,,,,6000.0,6000.0,,,,,550.0,420.0,23.0,,,,,Coils,,,0
1.5,1.5,1280.0,,,,,,,,,,,,515.0,380.0,23.0,,,,Cold Rolled,Coils,,,0
1.5,1.5,1280.0,,,,,,,,,,,,515.0,380.0,23.0,,,,Cold Rolled,Coils,,,0
1.5,1.5,,,,,,,50000.0,56000.0,,,,,550.0,420.0,23.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
0.8,0.8,1250.0,1250.0,,,,,5000.0,5000.0,,,,,460.0,340.0,26.0,,,,,Coils,,,0
1.94,2.06,,,,,,,150000.0,150000.0,,,,,550.0,420.0,23.0,,,,Galvanized,Coils,,Oiled (O),0
2.0,2.0,1500.0,1500.0,,,,,,,,,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
2.79,3.21,1510.0,1510.0,,,,,15000.0,15000.0,,,,,550.0,420.0,23.0,,,,Galvanized,Coils,,,0
1.14,1.26,1270.0,1270.0,,,,,10000.0,12000.0,,,,,1080.0,700.0,10.0,,,GI50/50,Hot-dip Galvanized (+GI),Coils,Without surface treatment (U),,2
1.85,2.0,1000.0,1000.0,,,,,30000.0,30000.0,,,,,625.0,500.0,14.0,,,,,Coils,,,2
1.75,1.75,600.0,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,210.0,38.0,,,,Oiled,Coils,,,0
5.0,5.0,1500.0,1500.0,,,,,24000.0,24000.0,,,,,435.0,235.0,26.0,,,,,Plates,,Phosphated and oiled (PO),0
1.48,1.72,708.0,,,,,,24000.0,24000.0,,,610.0,610.0,340.0,180.0,36.0,,,ZM35/35,,,,Without surface treatment (U),0
0.5,0.5,132.6,132.6,,,,,,1000.0,480.0,530.0,1100.0,1300.0,340.0,280.0,28.0,,,,Cold Rolled,Slit Coils,,,0
0.5,0.5,132.6,132.6,,,,,,1000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
,,,,,,,,25000000.0,25000000.0,,,,,,,,,,,,Sheets,,,4
3.0,3.0,2000.0,2000.0,6000.0,,6000.0,,30000.0,30000.0,,,,,550.0,355.0,22.0,,,,Normalized (+N),Plates,,,0
3.0,3.0,2000.0,2000.0,6000.0,,6000.0,,30000.0,30000.0,,,,,490.0,355.0,22.0,,,,Thermomechanically Rolled (+M),Plates,,,0
3.0,3.0,2000.0,2000.0,6000.0,,6000.0,,30000.0,30000.0,,,,,550.0,355.0,22.0,,,,,Plates,,,0
3.0,3.0,2000.0,2000.0,6000.0,,6000.0,,30000.0,30000.0,,,,,490.0,355.0,22.0,,,,,Plates,,,0
7.8,8.1,,1520.0,,,,,,25000.0,610.0,610.0,,,735.0,600.0,13.0,,,,Oiled,Coils,,Oiled (O),2
3.0,3.0,,1520.0,,,,,,25000.0,610.0,610.0,,,380.0,240.0,29.0,,,,,Coils,,,0
3.0,3.0,,1520.0,,,,,,25000.0,610.0,610.0,,,400.0,260.0,29.0,,,,,Coils,,,0
3.0,3.0,,1520.0,,,,,,25000.0,610.0,610.0,,,390.0,260.0,27.0,,,,,Coils,,,0
0.8,0.8,1250.0,1250.0,,,,,20000.0,20000.0,508.0,508.0,,1100.0,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,,,0
0.5,0.5,1000.0,1500.0,,,,,100000.0,100000.0,,,,,325.0,240.0,32.0,,,,Cold Rolled,Coils,,,0
0.8,0.8,1000.0,1500.0,,,,,100000.0,100000.0,,,,,325.0,240.0,32.0,,,,Cold Rolled,Coils,,,0
0.7,0.7,1000.0,1500.0,,,,,70000.0,70000.0,,,,,325.0,240.0,32.0,,,,Cold Rolled,Coils,,,0
0.7,0.7,1000.0,1500.0,,,,,70000.0,70000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
2.0,2.0,700.0,,,,,,,,,,,,310.0,210.0,34.0,,,GI40/40,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),Oiled (O),0
1.1,1.3,1230.0,,,,,,40000.0,40000.0,,,,,340.0,180.0,34.0,,,Z100,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.37,1.63,1274.0,,,,,,40000.0,40000.0,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
3.0,3.0,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,,Coils,,,0
1.7,2.0,,,,,,,,,,,,,385.0,350.0,22.0,,,Z075,Hot-dip Galvanized (+Z),Coils,,,0
0.8,0.8,,,,,,,24000.0,24000.0,,,,,900.0,450.0,14.0,,,,,Sheets,,,2
1.5,1.5,,1520.0,,,,,5000.0,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.4,1065.0,1065.0,,,,,15000.0,20000.0,,,,,595.0,460.0,19.0,,,GI60/60,Hot-dip Galvanized (+GI),Coils,,Lightly Oiled (L),0
1.0,1.0,,,,,,,24000.0,24000.0,,,,,550.0,420.0,23.0,,,,,Sheets,,,0
,,25.0,25.0,,,,,,25000.0,610.0,610.0,,,730.0,550.0,15.0,,,,Oiled,Slit Coils,,,2
,,,1520.0,,,,,,25000.0,,610.0,,,550.0,355.0,22.0,,,,oiled,Coils,,,0
,,,1520.0,,,,,,25000.0,,610.0,,,550.0,420.0,19.0,,,,oiled,Coils,,,0
3.43,3.57,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
20.0,25.0,610.0,610.0,,,,,,25000.0,,,,,340.0,380.0,28.0,,,,Stained,Coils,,Oiled (O),0
5.0,15.0,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,,Coils,,Oiled (O),0
5.0,15.0,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,,Coils,,Oiled (O),0
5.0,15.0,,1520.0,,,,,,25000.0,610.0,610.0,,,310.0,280.0,38.0,,,,,Coils,,Oiled (O),0
2.2,2.4,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,,Coils,,Oiled (O),0
,,,,,,,,,,610.0,610.0,,,340.0,380.0,28.0,,,,Oiled,Coils,,,0
,,,1520.0,140.0,,140.0,,,25000.0,,,,,,,,,,,,Coils,,,0
,,,,,,,,,,610.0,610.0,,,490.0,355.0,22.0,,,,Oiled,,,,0
2.5,2.5,,1520.0,,,,,,25000.0,,,,,,,,,,,,Coils,,,0
3.85,4.0,610.0,1520.0,,,,,,25000.0,260.0,,,,435.0,235.0,26.0,,,,Stained,Coils,,Oiled,0
3.9,4.1,,1520.0,,,,,,25000.0,610.0,610.0,,,450.0,315.0,24.0,,,,Oiled,Coils,,,0
18.0,18.0,18.0,18.0,6050.0,,6200.0,,8000.0,8000.0,,,,,2100.0,,,,60.0,,As Rolled (+AR),Round Bars,,,2
,,40.0,40.0,,,,,12000.0,12000.0,,,,,1200.0,900.0,10.0,,35.5,,As Rolled (+AR),Round Bars,,,2
1.13,1.2,1250.0,1250.0,,,,,,20000.0,,,,,567.5,205.0,40.0,,200.0,,ASTM No. 2B,Sheets,,,0
1.4,1.4,1250.0,1250.0,,,,,,100000.0,,,,,567.5,205.0,40.0,,200.0,,ASTM No. 2B,Sheets,,,0
2.75,2.75,1250.0,1250.0,,,,,,75000.0,,,,,567.5,205.0,40.0,,200.0,,ASTM No. 2D,Plates,,,0
0.75,0.75,1500.0,1500.0,,,,,,,,,,,385.0,350.0,22.0,,,ZM310,,Coils,,,0
0.1,1.0,,,,,,,,,,,,,340.0,280.0,28.0,,,,Cold Rolled,Slit Coils,,,0
0.1,1.0,,,,,,,,,,,,,325.0,240.0,32.0,,,,Cold Rolled,Slit Coils,,,0
0.1,1.0,,,,,,,,,,,,,320.0,210.0,34.0,,,,Cold Rolled,Slit Coils,,,0
0.1,1.0,,,,,,,,,,,,,340.0,180.0,34.0,,,,Cold Rolled,Slit Coils,,,0
0.1,1.0,,,,,,,,,,,,,430.0,300.0,25.0,,,,Cold Rolled,Slit Coils,,,0
2.5,2.5,,,,,,,20000.0,24000.0,,,,,385.0,350.0,22.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
2.5,2.5,,,,,,,20000.0,24000.0,,,,,385.0,350.0,22.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.7,0.7,,,,,,,,,,,,,325.0,260.0,30.0,,,AS120,Aluminized (+AS/+AL),Coils,Conventional surface (A),Oiled (O),0
2.9,3.0,396.0,396.0,,,,,35000.0,35000.0,,,,,435.0,235.0,26.0,,,,,Strips,,,0
0.5,0.5,1000.0,1500.0,,,,,100000.0,100000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
2.5,2.5,1250.0,1250.0,,,,,24000.0,24000.0,,,,,500.0,350.0,16.0,,,DX51D,,Sheets,,,0
25.0,25.0,3000.0,3000.0,10000.0,,12000.0,,,,,,,,435.0,235.0,26.0,,,,,Plates,,,0
0.8,0.8,1000.0,1500.0,,,,,100000.0,100000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
25.0,25.0,3000.0,3000.0,10000.0,,12000.0,,,,,,,,550.0,355.0,22.0,,,,,Plates,,,0
4.6,4.75,1250.0,1250.0,,,,,,50000.0,,,,,567.5,205.0,40.0,,200.0,,ASTM No. 2D,Plates,,,0
,,,,,,,,16000.0,24000.0,,,,,,,,,,,,Coils,,,0
1.7,2.0,,,,,,,,,,,,,385.0,350.0,22.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.7,0.7,1000.0,,,,,,,,,,,,385.0,350.0,22.0,,,AS120,Aluminized (+AS/+AL),Coils,Conventional surface (A),Oiled (O),0
1.6,1.6,1500.0,1500.0,,,,,1000000.0,1000000.0,,,,,435.0,235.0,26.0,,,,,Coils,,,0
0.3,0.3,1250.0,1250.0,,,,,500000.0,500000.0,,,,,340.0,280.0,28.0,,,,,Coils,,,0
2.1,2.1,1250.0,1250.0,,,,,1000000.0,1000000.0,,,,,500.0,350.0,16.0,,,ZM310,,Coils,,,0
3.0,3.0,1250.0,1250.0,,,,,500000.0,500000.0,,,,,590.0,550.0,12.0,,,ZM620,,Plates,,,2
0.55,0.65,1355.0,1355.0,,,,,20000.0,20000.0,,,,,485.0,280.0,23.0,,,,,Sheets,,,0
0.75,0.85,1125.0,1125.0,,,,,40000.0,40000.0,,,,,485.0,280.0,23.0,,,,,Sheets,,,0
0.75,0.85,1115.0,1115.0,,,,,20000.0,20000.0,,,,,485.0,280.0,23.0,,,,,Sheets,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,595.0,460.0,17.0,,,,Oiled,Coils,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,550.0,355.0,22.0,,,,Oiled,Coils,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,600.0,420.0,19.0,,,,Oiled,Coils,,,0
