thickness_min,thickness_max,width_min,width_max,length_min,length_max,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,tensile_mid,yield_mid,elongation_mid,reduction_mid,hardness_mid,coating,finish,form,surface_type,surface_protection,cluster
3.0,3.0,1250.0,1250.0,,,,,10000.0,10000.0,,,,,390.0,220.0,20.0,,,AZM430,,Sheets,,,0
3.0,3.0,1250.0,1250.0,,,,,10000.0,10000.0,,,,,465.0,320.0,17.0,,,AZM430,,Sheets,,,0
,,,,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,,,,Oiled,0
2.4,2.6,610.0,610.0,,,,,,25000.0,,,,,340.0,380.0,28.0,,,,Oiled,Coils,,,0
15.0,15.0,1500.0,1500.0,3000.0,,3000.0,,,24000.0,,,,,550.0,355.0,22.0,,,,Hot Rolled,Plates,,,0
25.0,25.0,1500.0,1500.0,3000.0,,3000.0,,,24000.0,,,,,550.0,355.0,22.0,,,,Hot Rolled,Heavy Plates,,,0
1.0,1.0,1250.0,1300.0,,,,,,,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,,Anti-Corrosion Protection (ACP),0
7.8,8.1,1270.0,,,,,,,,,,,,490.0,355.0,22.0,,,,,Coils,,,0
8.0,8.0,,,,,,,,,,,,,625.0,500.0,14.0,,,,,Coils,,,2
5.5,5.5,80.0,80.0,200.0,,200.0,,,,,,,,625.0,500.0,14.0,,,,Hot Rolled,Sheets,,,2
2.75,2.75,80.0,80.0,200.0,,200.0,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Sheets,,,2
5.0,5.0,,,,,,,25000.0,25000.0,,,,,490.0,355.0,22.0,,,,,Sheets,,Oiled (O),0
6.0,6.0,1500.0,1500.0,,,,,25000.0,25000.0,,,,,490.0,355.0,22.0,,,,,Sheets,,,0
3.5,3.7,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
3.5,3.7,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.37,1.63,1600.0,,,,,,40000.0,40000.0,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
3.6,4.0,,,,,,,,,,,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,,0
2.0,2.0,1500.0,,,,,,20000.0,24000.0,,,,,385.0,350.0,22.0,,,AS100,Aluminized (+AS/+AL),Coils,,Dry,0
6.0,6.0,1500.0,1500.0,,,,,25000.0,25000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,Oiled (O),0
7.0,8.0,,,,,,,,,,,,,625.0,500.0,14.0,,,,Hot Rolled,Coils,,,2
2.0,2.0,1500.0,,,,,,20000.0,24000.0,,,,,385.0,350.0,22.0,,,AS120,Aluminized (+AS/+AL),Coils,,Lightly Oiled (L),0
,,,,,,,,,,,,,,680.0,550.0,17.0,,,,,Coils,,,2
,,,,,,,,,,,,,,450.0,315.0,24.0,,,,,Coils,,,0
,,,,,,,,,,,,,,850.0,700.0,12.0,,,,,Coils,,,2
,,,,,,,,,,,,,,435.0,235.0,26.0,,,,,Strips,,,0
,,,,,,,,,,,,,,385.0,350.0,22.0,,,,,Coils,,,0
,,,,,,,,,,,,,,345.0,300.0,26.0,,,,,Coils,,,0
,,,,,,,,,,,,,,325.0,260.0,30.0,,,,,Coils,,,0
,,,,,,,,,,,,,,310.0,220.0,36.0,,,,,Coils,,,0
,,,,,,,,,,,,,,300.0,200.0,38.0,,,,,Coils,,,0
,,,,,,,,,,,,,,290.0,180.0,40.0,,,,,Coils,,,0
,,,,,,,,,,,,,,500.0,350.0,16.0,,,,,Coils,,,0
,,1250.0,1250.0,,,,,,,,,,,290.0,180.0,40.0,,,Z140,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.5,1.5,,,,,,,,,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,,,0
1.7,1.72,,,,,,,,,,,,,345.0,300.0,26.0,,,Z070,Hot-dip Galvanized (+Z/+GI),Coils,,,0
2.0,2.0,1500.0,1500.0,,,,,25000.0,25000.0,,,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.0,1.0,,,,,,,20000.0,24000.0,,,,,310.0,220.0,36.0,,,ZM100,Dry,Coils,,,0
0.75,0.75,,,,,,,25000.0,25000.0,,,,,310.0,220.0,36.0,,,ZM100,Dry,Coils,,,0
10.0,10.0,1500.0,1500.0,3000.0,,3000.0,,100000.0,100000.0,,,,,435.0,235.0,26.0,,,,,Plates,,,0
10.0,10.0,1500.0,1500.0,3000.0,,3000.0,,100000.0,100000.0,,,,,490.0,355.0,22.0,,,,,Coils,,,0
4.5,4.5,,1520.0,,,,,8000.0,25000.0,610.0,610.0,,,520.0,380.0,21.0,,,,,Coils,,,0
0.5,0.6,,,,,,,,,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
0.5,0.6,,,,,,,,,,,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,,,0
,,1250.0,1250.0,,,,,,,,,,,290.0,180.0,40.0,,,Z140,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.7,0.7,,,,,,,40000.0,50000.0,,,,,310.0,210.0,38.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Phosphated and oiled (PO),0
3.0,3.0,,,,,,,,,,,,,850.0,700.0,12.0,,,,,Coils,,Oiled (O),2
5.5,5.5,80.0,80.0,200.0,,200.0,,,,,,,,625.0,500.0,14.0,,,,,Plates,,,2
2.75,2.75,80.0,80.0,200.0,,200.0,,,,,,,,550.0,420.0,19.0,,,,,Plates,,,2
5.0,5.0,,,,,,,25000.0,25000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,Oiled (O),0
0.97,1.05,,1620.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF050,Galvannealed,Coils,,Dry,0
2.5,2.5,1050.0,1050.0,,,,,25000.0,25000.0,,,,,490.0,355.0,22.0,,,,,Coils,,Oiled (O),0
3.0,3.0,1210.0,1210.0,,,,,6000.0,6000.0,,,,,550.0,420.0,23.0,,,,,Coils,,Lightly Oiled (L),0
0.97,1.05,,1620.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF060,Galvannealed,Coils,,Dry,0
0.97,1.05,,1620.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF070,Galvannealed,Coils,,Dry,0
1.5,1.5,1000.0,1000.0,,,,,,,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.2,1.2,1298.0,1298.0,,,,,,40000.0,,,,,400.0,260.0,27.0,,,,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.9,1.9,1525.0,1525.0,,,,,,40000.0,,,,,515.0,380.0,25.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,,,0
2.7,2.7,1230.0,1230.0,,,,,,40000.0,,,,,550.0,420.0,23.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
2.7,2.7,1230.0,1230.0,,,,,,40000.0,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.75,1.75,320.0,320.0,,,,,,,,,,,310.0,210.0,38.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,,Oiled (O),0
3.0,3.0,,1520.0,,,,,,25000.0,610.0,610.0,,,850.0,700.0,12.0,,,,Hot Rolled,Coils,,,2
1.7,1.72,,,,,,,,,,,,,345.0,300.0,26.0,,,Z075,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.5,0.6,,,,,,,,,,,,,325.0,240.0,32.0,,,,Cold Rolled,Coils,,,0
1.39,1.61,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
2.0,2.5,1000.0,,,,,,20000.0,20000.0,,,,,925.0,,,,277.5,,,Coils,,,0
2.0,2.5,1000.0,,,,,,20000.0,20000.0,,,,,925.0,580.0,8.0,,277.5,,,Coils,,,2
0.7,0.7,,,,,,,40000.0,50000.0,,,,,310.0,210.0,38.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Oiled (O),0
1.5,1.5,,,,,,,,25000.0,610.0,610.0,,,625.0,500.0,14.0,,,,,Coils,,,2
8.0,8.0,,,,,,,,,,,,,,,,,,,,Coils,,,0
10.0,10.0,,,,,,,,,,,,,,,,,,,,Sheets,,,0
,,,,,,,,,,,,,,500.0,350.0,16.0,,,Z100,Dry,Coils,,,0
1.39,1.61,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z115,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
0.5,0.5,,,,,,,,,,,,,,,,,,,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,500.0,350.0,16.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MA)",Chemically passivated (C),0
0.97,1.05,,1620.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF080,Galvannealed,Coils,,Dry,0
0.97,1.05,,1620.0,,,,,,,,,,,310.0,220.0,36.0,,,ZF090,Galvannealed,Coils,,Dry,0
1.39,1.61,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z120,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.45,1.55,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
2.25,2.25,,,,,,,40000.0,40000.0,,,,,400.0,260.0,31.0,,,Z100,,Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.37,1.63,1600.0,,,,,,40000.0,40000.0,,,,,550.0,420.0,23.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.9,1.05,,,,,,,,,,,,,465.0,320.0,17.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.9,1.05,,,,,,,,,,,,,435.0,280.0,18.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.9,1.05,,,,,,,,,,,,,390.0,220.0,20.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.9,1.05,,,,,,,,,,,,,420.0,250.0,19.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
,,,,,,,,,,,,,,385.0,350.0,22.0,,,AZ150,Hot-dip Aluzinc (+AZ),Coils,,,0
2.0,2.0,1500.0,,,,,,,60000.0,,,,,460.0,340.0,24.0,,,,,,,,0
,,,,,,,,,,,,,,385.0,350.0,22.0,,,AZ150,Hot-dip Aluzinc (+AZ),Coils,,,0
1.8,1.8,1118.0,1118.0,,,,,,3000.0,,,,,1000.0,,,,,GI50/50,Hot-dip Galvanized (+GI),,,,0
1.9,1.9,1730.0,1730.0,,,,,,4000.0,,,,,310.0,220.0,36.0,,,Z140,Hot-dip Galvanized (+Z),,,,0
,,,,,,,,,,,,,,420.0,250.0,19.0,,,,,,,,0
1.7,1.72,,,,,,,,,,,,,345.0,300.0,26.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
0.5,0.6,,,,,,,,,,,,,320.0,210.0,34.0,,,,Cold Rolled,Coils,,,0
1.41,1.5,66.0,66.0,,,,,3000.0,3000.0,,,,,340.0,280.0,28.0,,,GI40/40,Hot-dip Galvanized (+Z/+GI),Coils,,Oiled (O),0
1.15,1.25,,1520.0,,,,,20000.0,25000.0,610.0,610.0,,,550.0,420.0,23.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
0.95,1.05,1100.0,1500.0,,,,,4000.0,,,,,,310.0,210.0,38.0,,,ZE75/75,Electro-Galvanized (+ZE),Coils,,,0
0.5,0.5,1130.0,1130.0,,,,,,,,,,,345.0,300.0,26.0,,,ZA095,Galfan (+ZA),Coils,"Minimized spangle, conventional surface (MA)",Sealed (S),0
1.0,1.0,1250.0,1250.0,,,,,10000.0,15000.0,,,,,340.0,280.0,28.0,,,,Oiled,Sheets,,,0
1.5,1.5,1000.0,1000.0,,,,,20000.0,20000.0,,,,,340.0,280.0,28.0,,,,Oiled,Sheets,,,0
2.0,2.0,1600.0,1600.0,,,,,10000.0,15000.0,,,,,340.0,280.0,28.0,,,,Oiled,Sheets,,,0
4.85,5.15,,1520.0,,,,,,225000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
2.0,2.0,,,,,,,,,,,,,850.0,700.0,12.0,,,,Hot Rolled,Coils,,Pickled and Oiled,2
1.6,1.6,,,,,,,,,,,,,380.0,240.0,29.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,Unexposed (intenal parts) (U),,0
1.6,1.6,,,,,,,,,,,,,400.0,260.0,31.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.83,1.97,1730.0,1730.0,,,,,4000.0,4000.0,,,,,310.0,220.0,36.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.45,0.6,1350.0,1350.0,,,,,,,,,,,435.0,280.0,18.0,,,GD,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.4,1250.0,1250.0,,,,,8000.0,12000.0,,,,,500.0,350.0,16.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.4,1.4,1250.0,1250.0,,,,,8000.0,12000.0,,,,,500.0,350.0,16.0,,,Z250,Hot-dip Galvanized (+Z/+GI),Coils,,,0
,,,,,,,,,,,,,,400.0,260.0,31.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
4.0,4.0,,,,,,,,,,,,,680.0,550.0,15.0,,,,Hot Rolled,Coils,,,2
1.8,2.0,76.1,76.1,,,,,22000.0,22000.0,,,76.1,,500.0,350.0,16.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Round Tubes,,,0
1.2,1.2,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,"Conventional surface, normal (Am)",Chemically passivated (C),0
3.0,3.0,1500.0,1500.0,,,,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,,0
4.0,4.0,1500.0,1500.0,,,,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,,0
2.5,2.5,1500.0,1500.0,,,,,,,,,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,,0
3.0,3.0,1500.0,1500.0,,,,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,,0
3.0,3.0,1500.0,1500.0,,,,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,,0
3.0,3.0,1500.0,1500.0,,,,,,,,,,,550.0,420.0,19.0,,,,Hot Rolled,Coils,,,0
1.5,1.7,850.0,,,,,,,10000.0,,,,,340.0,180.0,36.0,,,GI60/60,Hot-dip Galvanized (+Z/+GI),Coils,,Oiled (O),0
2.5,2.5,1000.0,1000.0,,,,,,,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
5.7,6.22,840.0,843.0,2290.0,,2290.0,,,,,,,,625.0,500.0,14.0,,,,,Sheets,,,2
1.39,1.61,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z180,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.5,1.5,1500.0,1500.0,,,,,75000.0,75000.0,,,,,340.0,280.0,28.0,,,,Cold Rolled,Coils,,,0
1.39,1.61,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.2,1.5,30.0,60.0,3970.0,,6000.0,,24000.0,24000.0,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),L-Sections,,,0
1.0,1.0,1250.0,1500.0,,,,,,,,,,,420.0,250.0,19.0,,,ZM310,Hot-dip zinc magnesium (+ZM),Coils,Conventional surface (A),Chemically passivated (C),0
1.0,1.0,1500.0,1530.0,,,,,24000.0,24000.0,,,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,"Conventional surface, normal (Am)",,0
2.0,2.0,1500.0,1500.0,,,,,75000.0,75000.0,,,,,310.0,210.0,38.0,,,,Cold Rolled,Coils,"Conventional surface, normal (Am)",,0
0.55,0.6,,,,,,,,,,,,,385.0,350.0,22.0,,,Z070,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.35,1.35,1322.0,1322.0,,,,,,,,,,,460.0,340.0,26.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
3.0,3.0,,,,,,,,,,,,,310.0,210.0,34.0,,,EG53/53,Electro-Galvanized (+ZE),Coils,,,0
3.0,3.0,1000.0,1000.0,,,,,,,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
3.0,3.0,1250.0,1250.0,,,,,,,,,,,385.0,350.0,22.0,,,Z275,Hot-dip Galvanized (+Z/+GI),Coils,,,0
2.5,2.5,1242.0,,,,,,,,,,,,400.0,260.0,29.0,,,,Cold Rolled,Coils,,,0
1.44,1.44,1771.0,,,,,,,,,,,,310.0,220.0,36.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.44,1.44,1771.0,,,,,,,,,,,,310.0,220.0,36.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,,,0
1.44,1.44,1771.0,1771.0,,,,,,,,,,,310.0,220.0,36.0,,,GI50/50,Hot-dip Galvanized (+GI),Coils,,,0
1.44,1.44,1771.0,1771.0,,,,,,,,,,,340.0,280.0,28.0,,,GI50/50,Hot-dip Galvanized (+GI),Coils,,,0
1.5,1.6,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z100,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.5,1.6,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z115,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.5,1.6,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z120,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.5,1.6,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z140,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
1.75,1.75,767.0,,,,,,,,,,,,515.0,380.0,23.0,,,GI40/40,Hot-dip Galvanized (+Z/+GI),Coils,,Oiled (O),0
20.0,20.0,2500.0,2500.0,10100.0,,10100.0,,,,,,,,550.0,355.0,22.0,,,,Normalized (+N),Heavy Plates,,,0
15.0,15.0,2500.0,2500.0,12000.0,,12000.0,,,,,,,,550.0,355.0,22.0,,,,Normalized (+N),Heavy Plates,,,0
1.8,1.8,,,,,,,18000.0,25000.0,,,,,310.0,220.0,36.0,,,Z140,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.54,1.54,,,,,,,,,,,,,1080.0,590.0,12.0,,,GI50/50,Hot-dip Galvanized (+Z/+GI),Coils,,Without surface treatment (U),2
1.5,1.5,1250.0,1500.0,,,,,,25000.0,,,,,340.0,280.0,28.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,Conventional surface (A),Phosphated and chemically passivated (PC),0
8.0,8.0,1500.0,1500.0,3000.0,,3000.0,,,48000.0,,,,,450.0,315.0,24.0,,,,Hot Rolled,Sheets,,,0
8.0,8.0,1500.0,1500.0,3000.0,,3000.0,,100000.0,100000.0,,,,,550.0,420.0,19.0,,,,Hot Rolled,Sheets,,Pickled and Oiled,0
1.0,1.0,1000.0,1000.0,2500.0,,2500.0,,,,,,,,385.0,350.0,22.0,,,AS120,Aluminized (+AS/+AL),Sheets,Conventional surface (A),Oiled (O),0
0.62,0.62,,,,,,,,,,,,,310.0,220.0,36.0,,,ZM100,Hot-dip zinc magnesium (+ZM),Coils,,Oiled (O),0
1.0,1.0,1250.0,1500.0,,,,,,,,,,,420.0,250.0,19.0,,,ZM310,Hot-dip zinc magnesium (+ZM),Coils,Conventional surface (A),Chemically passivated (C),0
0.55,0.6,,,,,,,,,,,,,385.0,350.0,22.0,,,Z075,Hot-dip Galvanized (+Z/+GI),Coils,,,0
5.86,6.0,,,,,,,8000.0,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.86,6.0,,,,,,,8000.0,25000.0,,,,,450.0,315.0,24.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.86,6.0,,,,,,,8000.0,25000.0,,,,,490.0,355.0,22.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
1.2,1.2,1547.0,,,,,,6000.0,10000.0,,,,,595.0,460.0,21.0,,,GI50/50,Hot-dip Galvanized (+GI),Coils,,Without surface treatment (U),0
2.42,2.58,600.0,,,,,,20000.0,25000.0,,,,,400.0,260.0,31.0,,,Z140,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
2.42,2.58,600.0,,,,,,20000.0,25000.0,,,,,400.0,260.0,31.0,,,Z150,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
1.5,1.6,,1520.0,,,,,,25000.0,610.0,610.0,,,385.0,350.0,22.0,,,Z180,Hot-dip Galvanized (+Z),Coils,"Minimized spangle, conventional surface (MA)",Chemically passivated (C),0
,,,,,,,,,,,,,,500.0,350.0,16.0,,,Z115,Dry,Coils,,,0
,,,1520.0,,,,,15000.0,25000.0,610.0,610.0,,,550.0,355.0,22.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
,,,1520.0,,,,,15000.0,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
,,1360.0,1520.0,,,,,,25000.0,610.0,610.0,,,490.0,355.0,22.0,,,,Hot Rolled,Slit Coils,,Pickled and Oiled,0
4.3,4.7,,1520.0,,,,,,25000.0,610.0,610.0,,,435.0,235.0,26.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.0,5.0,,1520.0,,,,,,25000.0,610.0,610.0,,,735.0,600.0,13.0,,,,Hot Rolled,Slit Coils,,Pickled and Oiled,2
,,,1520.0,,,,,,25000.0,610.0,610.0,,,680.0,550.0,15.0,,,,Hot Rolled,Coils,,Pickled and Oiled,2
,,,,,,,,,,,,,,500.0,350.0,16.0,,,Z120,Dry,Coils,,,0
,,,,,,,,,,,,,,500.0,350.0,16.0,,,Z140,Dry,Coils,,,0
,,,,,,,,,,,,,,500.0,350.0,16.0,,,Z180,Dry,Coils,,,0
0.4,0.6,,,,,,,40000.0,40000.0,,,,,310.0,210.0,38.0,,,ZE25/25,Electro-Galvanized (+ZE),Coils,,Lightly Oiled (L),0
5.0,5.0,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
2.0,2.0,860.0,860.0,1280.0,,1280.0,,,,,,,,300.0,180.0,42.0,,,,,Sheets,,,0
3.0,3.0,355.0,355.0,540.0,,540.0,,,,,,,,300.0,180.0,42.0,,,,Cold Rolled,Sheets,,,0
3.0,3.0,630.0,630.0,950.0,,950.0,,,,,,,,300.0,180.0,42.0,,,,Cold Rolled,Sheets,,,0
1.1,1.3,620.0,,,,,,20000.0,20000.0,,,,,340.0,180.0,34.0,,,Z100,Hot-dip Galvanized (+Z/+GI),Coils,"Minimized spangle, improved surface (MB)",Oiled (O),0
0.7,0.7,,,,,,,,,,,,,325.0,260.0,30.0,,,AS120,Aluminized (+AS/+AL),Coils,Conventional surface (A),Oiled (O),0
2.0,2.0,,,,,,,18000.0,25000.0,,,,,400.0,260.0,29.0,,,,Cold Rolled,Coils,,Lightly Oiled (L),0
2.2,2.8,,1520.0,,,,,,25000.0,610.0,610.0,,,595.0,460.0,17.0,,,,Cold Rolled,,,Oiled (O),0
0.55,0.6,,,,,,,,,,,,,385.0,350.0,22.0,,,Z080,Hot-dip Galvanized (+Z/+GI),Coils,,,0
,,,1520.0,,,,,,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
3.4,3.6,,1520.0,,,,,25000.0,35000.0,610.0,610.0,,,680.0,550.0,15.0,,,,Hot Rolled,Coils,,Pickled and Oiled,2
2.4,2.6,600.0,1520.0,,,,,20000.0,25000.0,610.0,610.0,,,340.0,380.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
5.0,5.0,,,,,,,,25000.0,610.0,610.0,,,340.0,280.0,28.0,,,,Hot Rolled,Coils,,Pickled and Oiled,0
